UniProt_AC,Gene,Matrisome_Division,Matrisome_Category
B4DSV9,ABI3BP,Core matrisome,ECM Glycoproteins
D3YTG3,ABI3BP,Core matrisome,ECM Glycoproteins
E9PPR9,ABI3BP,Core matrisome,ECM Glycoproteins
E9PRB5,ABI3BP,Core matrisome,ECM Glycoproteins
H0Y897,ABI3BP,Core matrisome,ECM Glycoproteins
H0YCG4,ABI3BP,Core matrisome,ECM Glycoproteins
H0YCP4,ABI3BP,Core matrisome,ECM Glycoproteins
H0YDN0,ABI3BP,Core matrisome,ECM Glycoproteins
H0YDW0,ABI3BP,Core matrisome,ECM Glycoproteins
H0YEA0,ABI3BP,Core matrisome,ECM Glycoproteins
H0YEL2,ABI3BP,Core matrisome,ECM Glycoproteins
H0YF18,ABI3BP,Core matrisome,ECM Glycoproteins
H0YF57,ABI3BP,Core matrisome,ECM Glycoproteins
H7C4H3,ABI3BP,Core matrisome,ECM Glycoproteins
H7C4N5,ABI3BP,Core matrisome,ECM Glycoproteins
H7C4S3,ABI3BP,Core matrisome,ECM Glycoproteins
H7C4T1,ABI3BP,Core matrisome,ECM Glycoproteins
H7C4X4,ABI3BP,Core matrisome,ECM Glycoproteins
H7C524,ABI3BP,Core matrisome,ECM Glycoproteins
H7C556,ABI3BP,Core matrisome,ECM Glycoproteins
H7C5S3,ABI3BP,Core matrisome,ECM Glycoproteins
Q5JPC9,ABI3BP,Core matrisome,ECM Glycoproteins
Q7Z7G0,ABI3BP,Core matrisome,ECM Glycoproteins
Q15848,ADIPOQ,Core matrisome,ECM Glycoproteins
C9JLQ8,AEBP1,Core matrisome,ECM Glycoproteins
H7C0W8,AEBP1,Core matrisome,ECM Glycoproteins
H7C1J5,AEBP1,Core matrisome,ECM Glycoproteins
H7C391,AEBP1,Core matrisome,ECM Glycoproteins
H7C3D7,AEBP1,Core matrisome,ECM Glycoproteins
H7C4B5,AEBP1,Core matrisome,ECM Glycoproteins
Q8IUX7,AEBP1,Core matrisome,ECM Glycoproteins
H0Y5U1,AGRN,Core matrisome,ECM Glycoproteins
O00468,AGRN,Core matrisome,ECM Glycoproteins
Q9NP70,AMBN,Core matrisome,ECM Glycoproteins
Q99217,AMELX,Core matrisome,ECM Glycoproteins
J3KPK5,AMELY,Core matrisome,ECM Glycoproteins
Q99218,AMELY,Core matrisome,ECM Glycoproteins
P02818,BGLAP,Core matrisome,ECM Glycoproteins
C9JY72,BMPER,Core matrisome,ECM Glycoproteins
F8WDG9,BMPER,Core matrisome,ECM Glycoproteins
G5E9K4,BMPER,Core matrisome,ECM Glycoproteins
Q8N8U9,BMPER,Core matrisome,ECM Glycoproteins
Q075Z2,BSPH1,Core matrisome,ECM Glycoproteins
Q5VXM1,CDCP2,Core matrisome,ECM Glycoproteins
O75339,CILP,Core matrisome,ECM Glycoproteins
K7EPJ4,CILP2,Core matrisome,ECM Glycoproteins
Q8IUL8,CILP2,Core matrisome,ECM Glycoproteins
E7EN67,COCH,Core matrisome,ECM Glycoproteins
G3V4C4,COCH,Core matrisome,ECM Glycoproteins
G3V5G6,COCH,Core matrisome,ECM Glycoproteins
G3V5V4,COCH,Core matrisome,ECM Glycoproteins
G3V5X3,COCH,Core matrisome,ECM Glycoproteins
H0YJJ0,COCH,Core matrisome,ECM Glycoproteins
H0YJW4,COCH,Core matrisome,ECM Glycoproteins
O43405,COCH,Core matrisome,ECM Glycoproteins
Q96IU6,COCH,Core matrisome,ECM Glycoproteins
C9JBB2,COLQ,Core matrisome,ECM Glycoproteins
F8WA67,COLQ,Core matrisome,ECM Glycoproteins
Q9Y215,COLQ,Core matrisome,ECM Glycoproteins
S4R408,COLQ,Core matrisome,ECM Glycoproteins
B4DKJ3,COMP,Core matrisome,ECM Glycoproteins
G3XAP6,COMP,Core matrisome,ECM Glycoproteins
P49747,COMP,Core matrisome,ECM Glycoproteins
F8WBY3,CRELD1,Core matrisome,ECM Glycoproteins
H7C2L3,CRELD1,Core matrisome,ECM Glycoproteins
Q96HD1,CRELD1,Core matrisome,ECM Glycoproteins
A6PWM2,CRELD2,Core matrisome,ECM Glycoproteins
Q6UXH1,CRELD2,Core matrisome,ECM Glycoproteins
H7C1Z0,CRIM1,Core matrisome,ECM Glycoproteins
H7C2T6,CRIM1,Core matrisome,ECM Glycoproteins
H7C458,CRIM1,Core matrisome,ECM Glycoproteins
Q9NZV1,CRIM1,Core matrisome,ECM Glycoproteins
B7Z8V9,CRISPLD1,Core matrisome,ECM Glycoproteins
E5RJS4,CRISPLD1,Core matrisome,ECM Glycoproteins
Q9H336,CRISPLD1,Core matrisome,ECM Glycoproteins
H3BS62,CRISPLD2,Core matrisome,ECM Glycoproteins
H3BSZ9,CRISPLD2,Core matrisome,ECM Glycoproteins
H3BTI0,CRISPLD2,Core matrisome,ECM Glycoproteins
H3BTP0,CRISPLD2,Core matrisome,ECM Glycoproteins
J3QKP2,CRISPLD2,Core matrisome,ECM Glycoproteins
Q9H0B8,CRISPLD2,Core matrisome,ECM Glycoproteins
P29279,CTGF,Core matrisome,ECM Glycoproteins
E5RK99,CTHRC1,Core matrisome,ECM Glycoproteins
E7EVQ5,CTHRC1,Core matrisome,ECM Glycoproteins
Q96CG8,CTHRC1,Core matrisome,ECM Glycoproteins
O00622,CYR61,Core matrisome,ECM Glycoproteins
Q5JSJ4,DDX26B,Core matrisome,ECM Glycoproteins
Q9UGM3,DMBT1,Core matrisome,ECM Glycoproteins
Q13316,DMP1,Core matrisome,ECM Glycoproteins
Q07507,DPT,Core matrisome,ECM Glycoproteins
Q9NZW4,DSPP,Core matrisome,ECM Glycoproteins
Q16610,ECM1,Core matrisome,ECM Glycoproteins
O94769,ECM2,Core matrisome,ECM Glycoproteins
Q5T9F3,ECM2,Core matrisome,ECM Glycoproteins
Q5T9F4,ECM2,Core matrisome,ECM Glycoproteins
O43854,EDIL3,Core matrisome,ECM Glycoproteins
C9J4H7,EFEMP1,Core matrisome,ECM Glycoproteins
C9J4J8,EFEMP1,Core matrisome,ECM Glycoproteins
C9J8S9,EFEMP1,Core matrisome,ECM Glycoproteins
C9JPZ9,EFEMP1,Core matrisome,ECM Glycoproteins
C9JQX7,EFEMP1,Core matrisome,ECM Glycoproteins
C9JUM4,EFEMP1,Core matrisome,ECM Glycoproteins
Q12805,EFEMP1,Core matrisome,ECM Glycoproteins
Q580Q6,EFEMP1,Core matrisome,ECM Glycoproteins
E9PI47,EFEMP2,Core matrisome,ECM Glycoproteins
E9PKA3,EFEMP2,Core matrisome,ECM Glycoproteins
E9PNB8,EFEMP2,Core matrisome,ECM Glycoproteins
E9PRQ8,EFEMP2,Core matrisome,ECM Glycoproteins
E9PRU1,EFEMP2,Core matrisome,ECM Glycoproteins
E9PSC1,EFEMP2,Core matrisome,ECM Glycoproteins
H0YCB5,EFEMP2,Core matrisome,ECM Glycoproteins
H0YCR9,EFEMP2,Core matrisome,ECM Glycoproteins
H0YET5,EFEMP2,Core matrisome,ECM Glycoproteins
H0YEU0,EFEMP2,Core matrisome,ECM Glycoproteins
O95967,EFEMP2,Core matrisome,ECM Glycoproteins
D6RG24,EGFLAM,Core matrisome,ECM Glycoproteins
D6RJD2,EGFLAM,Core matrisome,ECM Glycoproteins
Q63HQ2,EGFLAM,Core matrisome,ECM Glycoproteins
E7EN51,ELN,Core matrisome,ECM Glycoproteins
E7EN65,ELN,Core matrisome,ECM Glycoproteins
E7ENM0,ELN,Core matrisome,ECM Glycoproteins
E7ENW7,ELN,Core matrisome,ECM Glycoproteins
E7EP82,ELN,Core matrisome,ECM Glycoproteins
E7EQH8,ELN,Core matrisome,ECM Glycoproteins
E7ETP7,ELN,Core matrisome,ECM Glycoproteins
E7EWS8,ELN,Core matrisome,ECM Glycoproteins
E9PGX4,ELN,Core matrisome,ECM Glycoproteins
F8WAH6,ELN,Core matrisome,ECM Glycoproteins
G3V0G6,ELN,Core matrisome,ECM Glycoproteins
G5E950,ELN,Core matrisome,ECM Glycoproteins
H7C3K0,ELN,Core matrisome,ECM Glycoproteins
P15502,ELN,Core matrisome,ECM Glycoproteins
M0QZH6,ELSPBP1,Core matrisome,ECM Glycoproteins
M0R006,ELSPBP1,Core matrisome,ECM Glycoproteins
M0R179,ELSPBP1,Core matrisome,ECM Glycoproteins
M0R331,ELSPBP1,Core matrisome,ECM Glycoproteins
Q96BH3,ELSPBP1,Core matrisome,ECM Glycoproteins
B0QYK2,EMID1,Core matrisome,ECM Glycoproteins
B0QYK3,EMID1,Core matrisome,ECM Glycoproteins
B0QYK4,EMID1,Core matrisome,ECM Glycoproteins
B0QYK5,EMID1,Core matrisome,ECM Glycoproteins
F8WDX7,EMID1,Core matrisome,ECM Glycoproteins
H0Y6W4,EMID1,Core matrisome,ECM Glycoproteins
Q96A84,EMID1,Core matrisome,ECM Glycoproteins
H0Y7A0,EMILIN1,Core matrisome,ECM Glycoproteins
Q9Y6C2,EMILIN1,Core matrisome,ECM Glycoproteins
Q9BXX0,EMILIN2,Core matrisome,ECM Glycoproteins
Q9NT22,EMILIN3,Core matrisome,ECM Glycoproteins
F8WDD3,EYS,Core matrisome,ECM Glycoproteins
H0Y3Q4,EYS,Core matrisome,ECM Glycoproteins
Q5T1H1,EYS,Core matrisome,ECM Glycoproteins
B1AHL2,FBLN1,Core matrisome,ECM Glycoproteins
B1AHM4,FBLN1,Core matrisome,ECM Glycoproteins
B1AHM5,FBLN1,Core matrisome,ECM Glycoproteins
B1AHM6,FBLN1,Core matrisome,ECM Glycoproteins
B1AHM7,FBLN1,Core matrisome,ECM Glycoproteins
B1AHM8,FBLN1,Core matrisome,ECM Glycoproteins
B1AHM9,FBLN1,Core matrisome,ECM Glycoproteins
B1AHN3,FBLN1,Core matrisome,ECM Glycoproteins
F8W7M9,FBLN1,Core matrisome,ECM Glycoproteins
H7C1M6,FBLN1,Core matrisome,ECM Glycoproteins
P23142,FBLN1,Core matrisome,ECM Glycoproteins
C9JQS6,FBLN2,Core matrisome,ECM Glycoproteins
F5H1F3,FBLN2,Core matrisome,ECM Glycoproteins
H7BXL0,FBLN2,Core matrisome,ECM Glycoproteins
H7C1A3,FBLN2,Core matrisome,ECM Glycoproteins
P98095,FBLN2,Core matrisome,ECM Glycoproteins
G3V2P8,FBLN5,Core matrisome,ECM Glycoproteins
G3V329,FBLN5,Core matrisome,ECM Glycoproteins
G3V3Y2,FBLN5,Core matrisome,ECM Glycoproteins
G3V4U0,FBLN5,Core matrisome,ECM Glycoproteins
G3XA98,FBLN5,Core matrisome,ECM Glycoproteins
H0YJ31,FBLN5,Core matrisome,ECM Glycoproteins
Q9UBX5,FBLN5,Core matrisome,ECM Glycoproteins
B8ZZC1,FBLN7,Core matrisome,ECM Glycoproteins
H7BZ65,FBLN7,Core matrisome,ECM Glycoproteins
Q53RD9,FBLN7,Core matrisome,ECM Glycoproteins
Q8IY13,FBLN7,Core matrisome,ECM Glycoproteins
F6U495,FBN1,Core matrisome,ECM Glycoproteins
H0YN80,FBN1,Core matrisome,ECM Glycoproteins
H0YND0,FBN1,Core matrisome,ECM Glycoproteins
P35555,FBN1,Core matrisome,ECM Glycoproteins
D6REJ2,FBN2,Core matrisome,ECM Glycoproteins
D6RJI3,FBN2,Core matrisome,ECM Glycoproteins
E9PHW4,FBN2,Core matrisome,ECM Glycoproteins
P35556,FBN2,Core matrisome,ECM Glycoproteins
M0QXL8,FBN3,Core matrisome,ECM Glycoproteins
M0R2Q5,FBN3,Core matrisome,ECM Glycoproteins
Q75N90,FBN3,Core matrisome,ECM Glycoproteins
P02671,FGA,Core matrisome,ECM Glycoproteins
D6REL8,FGB,Core matrisome,ECM Glycoproteins
F8W6P4,FGB,Core matrisome,ECM Glycoproteins
P02675,FGB,Core matrisome,ECM Glycoproteins
C9JC84,FGG,Core matrisome,ECM Glycoproteins
C9JEU5,FGG,Core matrisome,ECM Glycoproteins
C9JPQ9,FGG,Core matrisome,ECM Glycoproteins
C9JU00,FGG,Core matrisome,ECM Glycoproteins
P02679,FGG,Core matrisome,ECM Glycoproteins
Q08830,FGL1,Core matrisome,ECM Glycoproteins
Q14314,FGL2,Core matrisome,ECM Glycoproteins
F8W7G7,FN1,Core matrisome,ECM Glycoproteins
H0Y4K8,FN1,Core matrisome,ECM Glycoproteins
H0Y7Z1,FN1,Core matrisome,ECM Glycoproteins
P02751,FN1,Core matrisome,ECM Glycoproteins
J3KNQ2,FNDC1,Core matrisome,ECM Glycoproteins
Q4ZHG4,FNDC1,Core matrisome,ECM Glycoproteins
H7C2H6,FNDC7,Core matrisome,ECM Glycoproteins
J3KN65,FNDC7,Core matrisome,ECM Glycoproteins
Q5VTL7,FNDC7,Core matrisome,ECM Glycoproteins
Q8TC99,FNDC8,Core matrisome,ECM Glycoproteins
D6RCP6,FRAS1,Core matrisome,ECM Glycoproteins
H0Y8V2,FRAS1,Core matrisome,ECM Glycoproteins
H0Y930,FRAS1,Core matrisome,ECM Glycoproteins
H0Y9A6,FRAS1,Core matrisome,ECM Glycoproteins
H0Y9C9,FRAS1,Core matrisome,ECM Glycoproteins
Q86XX4,FRAS1,Core matrisome,ECM Glycoproteins
J3KP07,GAS6,Core matrisome,ECM Glycoproteins
Q14393,GAS6,Core matrisome,ECM Glycoproteins
H0YM22,GLDN,Core matrisome,ECM Glycoproteins
Q6ZMI3,GLDN,Core matrisome,ECM Glycoproteins
Q5TCP6,HMCN1,Core matrisome,ECM Glycoproteins
Q96RW7,HMCN1,Core matrisome,ECM Glycoproteins
A2A3K3,HMCN2,Core matrisome,ECM Glycoproteins
H0Y3X1,HMCN2,Core matrisome,ECM Glycoproteins
H7BZI5,HMCN2,Core matrisome,ECM Glycoproteins
H7C0N8,HMCN2,Core matrisome,ECM Glycoproteins
H7C3T8,HMCN2,Core matrisome,ECM Glycoproteins
Q8NDA2,HMCN2,Core matrisome,ECM Glycoproteins
P21815,IBSP,Core matrisome,ECM Glycoproteins
H3BSX8,IGFALS,Core matrisome,ECM Glycoproteins
P35858,IGFALS,Core matrisome,ECM Glycoproteins
C9J6H2,IGFBP1,Core matrisome,ECM Glycoproteins
C9JXF9,IGFBP1,Core matrisome,ECM Glycoproteins
P08833,IGFBP1,Core matrisome,ECM Glycoproteins
C9JMY1,IGFBP2,Core matrisome,ECM Glycoproteins
C9JW52,IGFBP2,Core matrisome,ECM Glycoproteins
H7C1H0,IGFBP2,Core matrisome,ECM Glycoproteins
P18065,IGFBP2,Core matrisome,ECM Glycoproteins
B3KWK7,IGFBP3,Core matrisome,ECM Glycoproteins
C9JMX4,IGFBP3,Core matrisome,ECM Glycoproteins
H0Y485,IGFBP3,Core matrisome,ECM Glycoproteins
H0Y5K2,IGFBP3,Core matrisome,ECM Glycoproteins
P17936,IGFBP3,Core matrisome,ECM Glycoproteins
B4E351,IGFBP4,Core matrisome,ECM Glycoproteins
P22692,IGFBP4,Core matrisome,ECM Glycoproteins
C9JXX4,IGFBP5,Core matrisome,ECM Glycoproteins
P24593,IGFBP5,Core matrisome,ECM Glycoproteins
F8VVA5,IGFBP6,Core matrisome,ECM Glycoproteins
F8VYK9,IGFBP6,Core matrisome,ECM Glycoproteins
P24592,IGFBP6,Core matrisome,ECM Glycoproteins
Q16270,IGFBP7,Core matrisome,ECM Glycoproteins
Q8WX77,IGFBPL1,Core matrisome,ECM Glycoproteins
H7C4M2,IGSF10,Core matrisome,ECM Glycoproteins
Q6WRI0,IGSF10,Core matrisome,ECM Glycoproteins
P23352,KAL1,Core matrisome,ECM Glycoproteins
Q6ZWJ8,KCP,Core matrisome,ECM Glycoproteins
P25391,LAMA1,Core matrisome,ECM Glycoproteins
P24043,LAMA2,Core matrisome,ECM Glycoproteins
K7EIP4,LAMA3,Core matrisome,ECM Glycoproteins
K7EMU9,LAMA3,Core matrisome,ECM Glycoproteins
K7EPP3,LAMA3,Core matrisome,ECM Glycoproteins
K7EQ42,LAMA3,Core matrisome,ECM Glycoproteins
K7ERM0,LAMA3,Core matrisome,ECM Glycoproteins
Q16787,LAMA3,Core matrisome,ECM Glycoproteins
E5RFD7,LAMA4,Core matrisome,ECM Glycoproteins
E5RFQ2,LAMA4,Core matrisome,ECM Glycoproteins
E5RHF3,LAMA4,Core matrisome,ECM Glycoproteins
E5RK79,LAMA4,Core matrisome,ECM Glycoproteins
H0Y351,LAMA4,Core matrisome,ECM Glycoproteins
H0YAP9,LAMA4,Core matrisome,ECM Glycoproteins
H0YAQ5,LAMA4,Core matrisome,ECM Glycoproteins
Q16363,LAMA4,Core matrisome,ECM Glycoproteins
Q6LET9,LAMA4,Core matrisome,ECM Glycoproteins
E2QRK0,LAMA5,Core matrisome,ECM Glycoproteins
F2Z2S4,LAMA5,Core matrisome,ECM Glycoproteins
H7C5J6,LAMA5,Core matrisome,ECM Glycoproteins
O15230,LAMA5,Core matrisome,ECM Glycoproteins
Q5JTP4,LAMA5,Core matrisome,ECM Glycoproteins
C9J296,LAMB1,Core matrisome,ECM Glycoproteins
E7EPA6,LAMB1,Core matrisome,ECM Glycoproteins
E9PCS6,LAMB1,Core matrisome,ECM Glycoproteins
G3XAI2,LAMB1,Core matrisome,ECM Glycoproteins
P07942,LAMB1,Core matrisome,ECM Glycoproteins
F5H520,LAMB2,Core matrisome,ECM Glycoproteins
P55268,LAMB2,Core matrisome,ECM Glycoproteins
Q13751,LAMB3,Core matrisome,ECM Glycoproteins
Q5THA1,LAMB3,Core matrisome,ECM Glycoproteins
X1WI29,LAMB3,Core matrisome,ECM Glycoproteins
A4D0S4,LAMB4,Core matrisome,ECM Glycoproteins
C9JMJ0,LAMB4,Core matrisome,ECM Glycoproteins
P11047,LAMC1,Core matrisome,ECM Glycoproteins
R4GNC7,LAMC1,Core matrisome,ECM Glycoproteins
Q13753,LAMC2,Core matrisome,ECM Glycoproteins
H7BY04,LAMC3,Core matrisome,ECM Glycoproteins
Q5JTC4,LAMC3,Core matrisome,ECM Glycoproteins
Q9Y6N6,LAMC3,Core matrisome,ECM Glycoproteins
O95970,LGI1,Core matrisome,ECM Glycoproteins
H0YA65,LGI2,Core matrisome,ECM Glycoproteins
Q8N0V4,LGI2,Core matrisome,ECM Glycoproteins
A5PLP2,LGI3,Core matrisome,ECM Glycoproteins
E5RIV5,LGI3,Core matrisome,ECM Glycoproteins
H0YAP4,LGI3,Core matrisome,ECM Glycoproteins
Q8N145,LGI3,Core matrisome,ECM Glycoproteins
A8MVC2,LGI4,Core matrisome,ECM Glycoproteins
K7ENQ0,LGI4,Core matrisome,ECM Glycoproteins
Q8N135,LGI4,Core matrisome,ECM Glycoproteins
P02750,LRG1,Core matrisome,ECM Glycoproteins
C9JD84,LTBP1,Core matrisome,ECM Glycoproteins
C9JDW2,LTBP1,Core matrisome,ECM Glycoproteins
E7EUU6,LTBP1,Core matrisome,ECM Glycoproteins
E7EV71,LTBP1,Core matrisome,ECM Glycoproteins
H7BZ76,LTBP1,Core matrisome,ECM Glycoproteins
H7C0I7,LTBP1,Core matrisome,ECM Glycoproteins
H7C2H7,LTBP1,Core matrisome,ECM Glycoproteins
H7C4L5,LTBP1,Core matrisome,ECM Glycoproteins
Q14766,LTBP1,Core matrisome,ECM Glycoproteins
G3V254,LTBP2,Core matrisome,ECM Glycoproteins
G3V3X5,LTBP2,Core matrisome,ECM Glycoproteins
G3V511,LTBP2,Core matrisome,ECM Glycoproteins
H0YJ20,LTBP2,Core matrisome,ECM Glycoproteins
Q14767,LTBP2,Core matrisome,ECM Glycoproteins
E9PJR2,LTBP3,Core matrisome,ECM Glycoproteins
E9PKW1,LTBP3,Core matrisome,ECM Glycoproteins
E9PPT7,LTBP3,Core matrisome,ECM Glycoproteins
E9PQR0,LTBP3,Core matrisome,ECM Glycoproteins
E9PR75,LTBP3,Core matrisome,ECM Glycoproteins
E9PR84,LTBP3,Core matrisome,ECM Glycoproteins
E9PRF2,LTBP3,Core matrisome,ECM Glycoproteins
F5GWC4,LTBP3,Core matrisome,ECM Glycoproteins
H0YC99,LTBP3,Core matrisome,ECM Glycoproteins
H0YCQ2,LTBP3,Core matrisome,ECM Glycoproteins
H0YCX6,LTBP3,Core matrisome,ECM Glycoproteins
H0YE75,LTBP3,Core matrisome,ECM Glycoproteins
Q9NS15,LTBP3,Core matrisome,ECM Glycoproteins
E7ENG9,LTBP4,Core matrisome,ECM Glycoproteins
E7EUU1,LTBP4,Core matrisome,ECM Glycoproteins
F5GXC9,LTBP4,Core matrisome,ECM Glycoproteins
F8WAA0,LTBP4,Core matrisome,ECM Glycoproteins
M0QXV3,LTBP4,Core matrisome,ECM Glycoproteins
M0QYE9,LTBP4,Core matrisome,ECM Glycoproteins
M0QZX0,LTBP4,Core matrisome,ECM Glycoproteins
M0R351,LTBP4,Core matrisome,ECM Glycoproteins
Q8N2S1,LTBP4,Core matrisome,ECM Glycoproteins
P21941,MATN1,Core matrisome,ECM Glycoproteins
E5RJM4,MATN2,Core matrisome,ECM Glycoproteins
H0YBD5,MATN2,Core matrisome,ECM Glycoproteins
H0YBF2,MATN2,Core matrisome,ECM Glycoproteins
H0YBJ4,MATN2,Core matrisome,ECM Glycoproteins
H0YBM3,MATN2,Core matrisome,ECM Glycoproteins
H0YBN2,MATN2,Core matrisome,ECM Glycoproteins
H0YBU5,MATN2,Core matrisome,ECM Glycoproteins
H0YBV5,MATN2,Core matrisome,ECM Glycoproteins
J3KN08,MATN2,Core matrisome,ECM Glycoproteins
O00339,MATN2,Core matrisome,ECM Glycoproteins
O15232,MATN3,Core matrisome,ECM Glycoproteins
A6NNA4,MATN4,Core matrisome,ECM Glycoproteins
O95460,MATN4,Core matrisome,ECM Glycoproteins
D6RAC8,MEPE,Core matrisome,ECM Glycoproteins
D6RFW6,MEPE,Core matrisome,ECM Glycoproteins
Q9NQ76,MEPE,Core matrisome,ECM Glycoproteins
P55081,MFAP1,Core matrisome,ECM Glycoproteins
P55001,MFAP2,Core matrisome,ECM Glycoproteins
E5RH26,MFAP3,Core matrisome,ECM Glycoproteins
E5RHQ6,MFAP3,Core matrisome,ECM Glycoproteins
E5RJ59,MFAP3,Core matrisome,ECM Glycoproteins
P55082,MFAP3,Core matrisome,ECM Glycoproteins
K7ES70,MFAP4,Core matrisome,ECM Glycoproteins
P55083,MFAP4,Core matrisome,ECM Glycoproteins
B3KW70,MFAP5,Core matrisome,ECM Glycoproteins
F5GYX4,MFAP5,Core matrisome,ECM Glycoproteins
F5H1C0,MFAP5,Core matrisome,ECM Glycoproteins
F5H2W4,MFAP5,Core matrisome,ECM Glycoproteins
F5H413,MFAP5,Core matrisome,ECM Glycoproteins
F5H7Z2,MFAP5,Core matrisome,ECM Glycoproteins
H0YG03,MFAP5,Core matrisome,ECM Glycoproteins
H0YGS3,MFAP5,Core matrisome,ECM Glycoproteins
Q13361,MFAP5,Core matrisome,ECM Glycoproteins
Q7Z490,MFAP5,Core matrisome,ECM Glycoproteins
F5GZN3,MFGE8,Core matrisome,ECM Glycoproteins
F5H7N9,MFGE8,Core matrisome,ECM Glycoproteins
H0YKB5,MFGE8,Core matrisome,ECM Glycoproteins
H0YKS8,MFGE8,Core matrisome,ECM Glycoproteins
Q08431,MFGE8,Core matrisome,ECM Glycoproteins
X6R3G6,MFGE8,Core matrisome,ECM Glycoproteins
H0YGZ6,MGP,Core matrisome,ECM Glycoproteins
P08493,MGP,Core matrisome,ECM Glycoproteins
E7EPG1,MMRN1,Core matrisome,ECM Glycoproteins
Q13201,MMRN1,Core matrisome,ECM Glycoproteins
Q9H8L6,MMRN2,Core matrisome,ECM Glycoproteins
R4GMY6,MMRN2,Core matrisome,ECM Glycoproteins
V9GY37,MMRN2,Core matrisome,ECM Glycoproteins
V9GY43,MMRN2,Core matrisome,ECM Glycoproteins
V9GYS9,MMRN2,Core matrisome,ECM Glycoproteins
Q9NR99,MXRA5,Core matrisome,ECM Glycoproteins
D6R972,NDNF,Core matrisome,ECM Glycoproteins
D6RF18,NDNF,Core matrisome,ECM Glycoproteins
Q8TB73,NDNF,Core matrisome,ECM Glycoproteins
F5H6I3,NELL1,Core matrisome,ECM Glycoproteins
J3KNC5,NELL1,Core matrisome,ECM Glycoproteins
Q92832,NELL1,Core matrisome,ECM Glycoproteins
F8VRQ0,NELL2,Core matrisome,ECM Glycoproteins
F8VVB6,NELL2,Core matrisome,ECM Glycoproteins
F8VXR5,NELL2,Core matrisome,ECM Glycoproteins
F8VZ72,NELL2,Core matrisome,ECM Glycoproteins
F8W1A2,NELL2,Core matrisome,ECM Glycoproteins
F8W1I8,NELL2,Core matrisome,ECM Glycoproteins
H0YHY5,NELL2,Core matrisome,ECM Glycoproteins
H0YI34,NELL2,Core matrisome,ECM Glycoproteins
H0YIT4,NELL2,Core matrisome,ECM Glycoproteins
Q99435,NELL2,Core matrisome,ECM Glycoproteins
P14543,NID1,Core matrisome,ECM Glycoproteins
H0YJV3,NID2,Core matrisome,ECM Glycoproteins
Q14112,NID2,Core matrisome,ECM Glycoproteins
P48745,NOV,Core matrisome,ECM Glycoproteins
D6RE63,NPNT,Core matrisome,ECM Glycoproteins
D6RH31,NPNT,Core matrisome,ECM Glycoproteins
H0Y8M1,NPNT,Core matrisome,ECM Glycoproteins
H0YA60,NPNT,Core matrisome,ECM Glycoproteins
H0YAK9,NPNT,Core matrisome,ECM Glycoproteins
Q6UXI9,NPNT,Core matrisome,ECM Glycoproteins
H7BZF4,NTN1,Core matrisome,ECM Glycoproteins
O95631,NTN1,Core matrisome,ECM Glycoproteins
O00634,NTN3,Core matrisome,ECM Glycoproteins
F8W0I7,NTN4,Core matrisome,ECM Glycoproteins
Q9HB63,NTN4,Core matrisome,ECM Glycoproteins
M0QXZ9,NTN5,Core matrisome,ECM Glycoproteins
Q8WTR8,NTN5,Core matrisome,ECM Glycoproteins
A6NK56,NTNG1,Core matrisome,ECM Glycoproteins
B4DKF0,NTNG1,Core matrisome,ECM Glycoproteins
F5GYT0,NTNG1,Core matrisome,ECM Glycoproteins
F8WEB5,NTNG1,Core matrisome,ECM Glycoproteins
Q9Y2I2,NTNG1,Core matrisome,ECM Glycoproteins
A6NMX7,NTNG2,Core matrisome,ECM Glycoproteins
Q5JUJ3,NTNG2,Core matrisome,ECM Glycoproteins
Q96CW9,NTNG2,Core matrisome,ECM Glycoproteins
Q8WWZ8,OIT3,Core matrisome,ECM Glycoproteins
C9IZ84,OTOG,Core matrisome,ECM Glycoproteins
H9KVB3,OTOG,Core matrisome,ECM Glycoproteins
Q6ZRI0,OTOG,Core matrisome,ECM Glycoproteins
A6NHN0,OTOL1,Core matrisome,ECM Glycoproteins
B5MDP7,PAPLN,Core matrisome,ECM Glycoproteins
G3V5P6,PAPLN,Core matrisome,ECM Glycoproteins
H0YJA1,PAPLN,Core matrisome,ECM Glycoproteins
H0YMM2,PAPLN,Core matrisome,ECM Glycoproteins
O95428,PAPLN,Core matrisome,ECM Glycoproteins
Q15113,PCOLCE,Core matrisome,ECM Glycoproteins
C9JYX9,PCOLCE2,Core matrisome,ECM Glycoproteins
H7C520,PCOLCE2,Core matrisome,ECM Glycoproteins
H7C5D5,PCOLCE2,Core matrisome,ECM Glycoproteins
Q9UKZ9,PCOLCE2,Core matrisome,ECM Glycoproteins
C9J370,POMZP3,Core matrisome,ECM Glycoproteins
C9JER0,POMZP3,Core matrisome,ECM Glycoproteins
H7C4D5,POMZP3,Core matrisome,ECM Glycoproteins
Q6PJE2,POMZP3,Core matrisome,ECM Glycoproteins
B1ALD9,POSTN,Core matrisome,ECM Glycoproteins
Q15063,POSTN,Core matrisome,ECM Glycoproteins
C9J4I9,PXDN,Core matrisome,ECM Glycoproteins
H7C1W1,PXDN,Core matrisome,ECM Glycoproteins
H7C300,PXDN,Core matrisome,ECM Glycoproteins
H7C3W2,PXDN,Core matrisome,ECM Glycoproteins
